YEAR,STATE_NAME,STATE_NUMBER,REGION,DIVISION,TOTAL_POPULATION,RACE_WHITE,RACE_BLACK,RACE_OTHER,AGE_0_TO_19,AGE_20_TO_39,AGE_40_TO_59,AGE_60_TO_79,AGE_80_AND_OVER,ORIGIN_HISPANIC,ORIGIN_NOT_HISPANIC,SEX_FEMALE,SEX_MALE
2008,Louisiana,22,South,West South Central,4435586,2856584,1424816,154186,1245348,1206202,1223951,621231,138854,170866,4264720,2269630,2165956
2008,Maine,23,Northeast,New England ,1330509,1275053,15407,40049,319449,309641,416387,226791,58241,16499,1314010,679413,651096
2008,Maryland,24,South,South Atlantic,5684965,3526113,1695633,463219,1522335,1513676,1680226,779048,189680,430375,5254590,2935788,2749177
2008,Massachusetts,25,Northeast,New England ,6468967,5501017,484952,482998,1632561,1724937,1896051,935307,280111,584748,5884219,3340730,3128237
2008,Michigan,26,Midwest,East North Central,9946889,8025124,1424533,497232,2724448,2503641,2878320,1457541,382939,420926,9525963,5065899,4880990
2008,Minnesota,27,Midwest,West North Central,5247018,4604227,267143,375648,1435004,1399598,1500936,708570,202910,234029,5012989,2642672,2604346
2008,Mississippi,28,South,East South Central,2947806,1785548,1092190,70068,855160,784008,790119,424028,94491,74973,2872833,1516955,1430851
2008,Missouri,29,Midwest,West North Central,5923916,5001808,689311,232797,1604617,1546817,1652451,891348,228683,197017,5726899,3024837,2899079
2008,Montana,30,West,Mountain,976415,882291,4282,89842,251982,241806,285953,157668,39006,27373,949042,486477,489938
2008,Nebraska,31,Midwest,West North Central,1796378,1629008,82903,84467,507566,476406,485620,251194,75592,152703,1643675,905814,890564
2008,Nevada,32,West,Mountain,2653630,2092646,222366,338618,731131,759020,720702,377912,64865,681879,1971751,1310601,1343029
2008,New Hampshire,33,Northeast,New England ,1315906,1250859,15739,49308,335369,316546,418113,197294,48584,35202,1280704,666576,649330
2008,New Jersey,34,Northeast,Middle Atlantic,8711090,6542862,1264816,903412,2303527,2238135,2567276,1252703,349449,1464525,7246565,4469901,4241189
2008,New Mexico,35,West,Mountain,2010662,1687600,46536,276526,571815,521249,551417,301044,65137,916565,1094097,1018578,992084
2008,New York,36,Northeast,Middle Atlantic,19212436,13896947,3341092,1974397,4945553,5283247,5447581,2769223,766832,3284992,15927444,9918841,9293595
2008,North Carolina,37,South,South Atlantic,9309449,6778908,2029922,500619,2523924,2539928,2583200,1363272,299125,728646,8580803,4771376,4538073
2008,North Dakota,38,Midwest,West North Central,657569,598020,7325,52224,169996,179500,179838,96611,31624,12560,645009,326131,331438
2008,Ohio,39,Midwest,East North Central,11515391,9686422,1412676,416293,3105558,2922158,3299256,1722997,465422,330867,11184524,5896594,5618797
2008,Oklahoma,40,South,West South Central,3668976,2810940,277236,580800,1021071,984774,981251,553068,128812,300723,3368253,1854771,1814205
2008,Oregon,41,West,Pacific,3768748,3366833,71549,330366,971055,1017640,1059118,571443,149492,421853,3346895,1903535,1865213
2008,Pennsylvania,42,Northeast,Middle Atlantic,12612285,10649979,1403066,559240,3208808,3132693,3661614,1999100,610070,657589,11954696,6473295,6138990
2008,Rhode Island,44,Northeast,New England ,1055003,918265,73099,63639,268132,276127,305862,153671,51211,124191,930812,545412,509591
2008,South Carolina,45,South,South Atlantic,4528996,3098698,1285421,144877,1217007,1204654,1253381,709111,144843,212024,4316972,2325047,2203949
2008,South Dakota,46,Midwest,West North Central,799124,697376,9361,92387,224087,203624,217926,116801,36686,20777,778347,400236,398888
2008,Tennessee,47,South,East South Central,6247411,4994148,1048329,204934,1670378,1664317,1755421,952284,205011,262563,5984848,3203115,3044296
2008,Texas,48,South,West South Central,24309039,19826396,2952533,1530110,7409811,7021886,6349736,2903244,624362,8927300,15381739,12249936,12059103
2008,Utah,49,West,Mountain,2663029,2464247,30893,167889,927945,826914,575917,270200,62053,330732,2332297,1325631,1337398
2008,Vermont,50,Northeast,New England ,624151,598535,6051,19565,154133,150332,195049,99643,24994,8923,615228,316722,307429
2008,Virginia,51,South,South Atlantic,7833496,5647186,1548267,638043,2067145,2171186,2259698,1091955,243512,575669,7257827,3988983,3844513
2008,Washington,53,West,Pacific,6562231,5445589,242340,874302,1746269,1816945,1876164,901697,221156,690377,5871854,3293162,3269069
2008,West Virginia,54,South,South Atlantic,1840310,1738166,62258,39886,440893,455435,539618,326411,77953,21215,1819095,934911,905399
2008,Wisconsin,55,Midwest,East North Central,5640996,5017423,357415,266158,1511190,1453406,1637449,808387,230564,310916,5330080,2842268,2798728
2008,Wyoming,56,West,Mountain,546043,513386,4914,27743,147598,145726,156692,78773,17254,45949,500094,267982,278061
2009,Alabama,1,South,East South Central,4757938,3353244,1252307,152387,1278959,1250465,1313603,752304,162607,176518,4581420,2448159,2309779
2009,Alaska,2,West,Pacific,698895,477369,23979,197547,207358,196146,208244,76885,10262,38232,660663,337002,361893
2009,Arizona,4,West,Mountain,6343154,5391934,274594,676626,1817884,1718475,1610945,979658,216192,1866820,4476334,3189908,3153246
2009,Arkansas,5,South,West South Central,2896843,2331280,450633,114930,792501,756552,771126,469733,106931,179039,2717804,1475013,1421830
2009,California,6,West,Pacific,36961229,27529082,2469567,6962580,10451060,10620321,9975931,4729246,1184671,13759867,23201362,18583075,18378154
2009,Colorado,8,West,Mountain,4972195,4411960,210643,349592,1356810,1418401,1407082,649784,140118,1015491,3956704,2480710,2491485
2009,Connecticut,9,Northeast,New England ,3561807,2950870,386843,224094,921458,870225,1073259,535588,161277,465486,3096321,1828779,1733028
2009,Delaware,10,South,South Atlantic,891730,643755,193700,54275,234309,229074,250482,145494,32371,70815,820915,459795,431935
2009,District of Columbia,11,South,South Atlantic,592228,243218,310960,38050,125249,223865,146810,76480,19824,53621,538607,311828,280400
2009,Florida,12,South,South Atlantic,18652644,14720593,3043554,888497,4513647,4680931,5156832,3399873,901361,4124307,14528337,9534289,9118355
2009,Georgia,13,South,South Atlantic,9620846,6128558,2962318,529970,2777234,2726013,2636901,1241376,239322,830405,8790441,4917756,4703090
2009,Hawaii,15,West,Pacific,1346717,347116,22995,976606,337593,365341,374855,210577,58351,119105,1227612,673075,673642
2009,Idaho,16,West,Mountain,1554439,1465210,11104,78125,472822,413552,398497,219599,49969,170818,1383621,775398,779041
2009,Illinois,17,Midwest,East North Central,12796778,10021665,1901265,873848,3509764,3519547,3538888,1762533,466046,1990555,10806223,6520723,6276055
2009,Indiana,18,Midwest,East North Central,6459325,5628844,597417,233064,1809338,1697617,1785072,932239,235059,377857,6081468,3281477,3177848
2009,Iowa,19,Midwest,West North Central,3032870,2832951,89275,110644,820403,769229,832055,466618,144565,146041,2886829,1532739,1500131
2009,Kansas,20,Midwest,West North Central,2832704,2488611,171248,172845,806266,749614,762312,398945,115567,289553,2543151,1428139,1404565
2009,Kentucky,21,South,East South Central,4317074,3850283,338934,127857,1144346,1141693,1219116,666205,145714,126724,4190350,2193136,2123938
2009,Louisiana,22,South,West South Central,4491648,2881936,1447708,162004,1251268,1227579,1230334,641288,141179,183456,4308192,2295199,2196449
2009,Maine,23,Northeast,New England ,1329590,1272014,16150,41426,315049,307170,413924,234467,58980,17117,1312473,678694,650896
2009,Maryland,24,South,South Atlantic,5730388,3531017,1715421,483950,1518884,1521922,1688520,806972,194090,452784,5277604,2960001,2770387
2009,Massachusetts,25,Northeast,New England ,6517613,5517152,496558,503903,1628136,1736252,1905395,965453,282377,609411,5908202,3365859,3151754
2009,Michigan,26,Midwest,East North Central,9901591,7976600,1416742,508249,2682344,2464462,2865640,1501135,388010,429423,9472168,5044338,4857253
2009,Minnesota,27,Midwest,West North Central,5281203,4616560,275631,389012,1433773,1400548,1507585,734569,204728,242894,5038309,2659958,2621245
2009,Mississippi,28,South,East South Central,2958774,1788908,1097005,72861,853197,785063,789953,435446,95115,79695,2879079,1522000,1436774
2009,Missouri,29,Midwest,West North Central,5961088,5023152,695364,242572,1603978,1553702,1655581,917331,230496,205920,5755168,3042021,2919067
2009,Montana,30,West,Mountain,983982,887526,4354,92102,251745,243967,284390,164159,39721,28210,955772,490122,493860
2009,Nebraska,31,Midwest,West North Central,1812683,1639946,84684,88053,510372,480805,486302,258690,76514,160871,1651812,913619,899064
2009,Nevada,32,West,Mountain,2684665,2104015,228060,352590,736746,759686,727592,393496,67145,703367,1981298,1327618,1357047
2009,New Hampshire,33,Northeast,New England ,1316102,1249055,16108,50939,330126,313203,418850,204729,49194,36330,1279772,666875,649227
2009,New Jersey,34,Northeast,Middle Atlantic,8755602,6543428,1274062,938112,2297204,2239368,2582350,1281809,354871,1515870,7239732,4493506,4262096
2009,New Mexico,35,West,Mountain,2036802,1704855,47952,283995,576832,526900,552257,314157,66656,937564,1099238,1031238,1005564
2009,New York,36,Northeast,Middle Atlantic,19307066,13902265,3358828,2045973,4922253,5309547,5458301,2841506,775459,3359065,15948001,9966620,9340446
2009,North Carolina,37,South,South Atlantic,9449566,6856459,2064933,528174,2552467,2559059,2614118,1416760,307162,770622,8678944,4846501,4603065
2009,North Dakota,38,Midwest,West North Central,664968,603186,8166,53616,170889,183014,180325,98863,31877,13276,651692,329674,335294
2009,Ohio,39,Midwest,East North Central,11528896,9675738,1421031,432127,3087465,2905262,3293615,1772397,470157,344550,11184346,5902018,5626878
2009,Oklahoma,40,South,West South Central,3717572,2836043,281437,600092,1034601,998892,985905,568271,129903,319289,3398283,1878034,1839538
2009,Oregon,41,West,Pacific,3808600,3391395,73298,343907,972889,1027745,1060335,596783,150848,438205,3370395,1923209,1885391
2009,Pennsylvania,42,Northeast,Middle Atlantic,12666858,10659092,1421059,586707,3196745,3143532,3668006,2044750,613825,693817,11973041,6497024,6169834
2009,Rhode Island,44,Northeast,New England ,1053646,913480,74365,65801,264987,273886,305859,157306,51608,127861,925785,544764,508882
2009,South Carolina,45,South,South Atlantic,4589872,3141756,1295429,152687,1225444,1215266,1262728,739031,147403,225836,4364036,2357030,2232842
2009,South Dakota,46,Midwest,West North Central,807067,701817,10104,95146,225225,206777,218147,119990,36928,21709,785358,403198,403869
2009,Tennessee,47,South,East South Central,6306019,5031693,1059243,215083,1674771,1674194,1762706,986102,208246,278598,6027421,3231769,3074250
2009,Texas,48,South,West South Central,24801761,20162083,3020504,1619174,7543609,7127287,6464428,3027308,639129,9239906,15561855,12500150,12301611
2009,Utah,49,West,Mountain,2723421,2514266,32768,176387,949690,842681,585792,281160,64098,347583,2375838,1355509,1367912
2009,Vermont,50,Northeast,New England ,624817,597923,6534,20360,151791,150314,193738,103714,25260,9274,615543,317128,307689
2009,Virginia,51,South,South Atlantic,7925937,5690274,1565478,670185,2076842,2187886,2278168,1134160,248881,607430,7318507,4037895,3888042
2009,Washington,53,West,Pacific,6667426,5505691,250117,911618,1763887,1841817,1889915,946189,225618,729810,5937616,3343920,3323506
2009,West Virginia,54,South,South Atlantic,1847775,1742732,63417,41626,440868,455143,537163,336091,78510,22044,1825731,937434,910341
2009,Wisconsin,55,Midwest,East North Central,5669264,5030324,363022,275918,1507858,1454149,1640016,834171,233070,325679,5343585,2856103,2813161
2009,Wyoming,56,West,Mountain,559851,525475,5402,28974,151455,151121,157758,81770,17747,48769,511082,274046,285805
2010,Alabama,1,South,East South Central,4779736,3362877,1259224,157635,1276312,1252674,1316831,769464,164455,185602,4594134,2459548,2320188
2010,Alaska,2,West,Pacific,710231,483873,24441,201917,207840,203377,208138,80180,10696,39249,670982,340603,369628
2010,Arizona,4,West,Mountain,6392017,5418483,280905,692629,1819641,1714970,1624615,1011113,221678,1895149,4496868,3216194,3175823
2010,Arkansas,5,South,West South Central,2915918,2342403,454021,119494,795930,759156,773820,479374,107638,186050,2729868,1484281,1431637
2010,California,6,West,Pacific,37253956,27636403,2486549,7131004,10452042,10657405,10065798,4874504,1204207,14013719,23240237,18736126,18517830
2010,Colorado,8,West,Mountain,5029196,4450623,214919,363654,1364692,1428498,1417101,676148,142757,1038687,3990509,2508534,2520662
2010,Connecticut,9,Northeast,New England ,3574097,2950820,392131,231146,915776,870676,1077791,547491,162363,479087,3095010,1834483,1739614
2010,Delaware,10,South,South Atlantic,897934,645770,196281,55883,233803,229613,252128,149451,32939,73221,824713,462995,434939
2010,District of Columbia,11,South,South Atlantic,601723,251265,310379,40079,123720,231780,147711,78492,20020,54749,546974,317501,284222
2010,Florida,12,South,South Atlantic,18801310,14808867,3078067,914376,4512990,4696770,5196698,3478704,916148,4223806,14577504,9611955,9189355
2010,Georgia,13,South,South Atlantic,9687653,6144931,2993927,548795,2781629,2713699,2664284,1285170,242871,853689,8833964,4958482,4729171
2010,Hawaii,15,West,Pacific,1360301,349051,22473,988777,338301,367918,376722,217420,59940,120842,1239459,679058,681243
2010,Idaho,16,West,Mountain,1567582,1476097,10950,80535,475281,414019,400298,227128,50856,175901,1391681,782258,785324
2010,Illinois,17,Midwest,East North Central,12830632,10030587,1903458,896587,3496522,3510711,3548757,1804349,470293,2027578,10803054,6538356,6292276
2010,Indiana,18,Midwest,East North Central,6483802,5638833,603797,241172,1806582,1696382,1789102,954806,236930,389707,6094095,3294065,3189737
2010,Iowa,19,Midwest,West North Central,3046355,2839615,91695,115045,820510,773081,831519,476400,144845,151544,2894811,1538036,1508319
2010,Kansas,20,Midwest,West North Central,2853118,2501057,173298,178763,810644,754562,763061,408590,116261,300042,2553076,1437710,1415408
2010,Kentucky,21,South,East South Central,4339367,3864193,342804,132370,1146204,1141595,1222375,681672,147521,132836,4206531,2204415,2134952
2010,Louisiana,22,South,West South Central,4533372,2902875,1462969,167528,1254237,1243221,1235062,657865,142987,192560,4340812,2314080,2219292
2010,Maine,23,Northeast,New England ,1328361,1269764,16269,42328,310959,304175,412487,241205,59535,16935,1311426,678305,650056
2010,Maryland,24,South,South Atlantic,5773552,3541379,1731513,500660,1516626,1533149,1698356,828715,196706,470632,5302920,2981790,2791762
2010,Massachusetts,25,Northeast,New England ,6547629,5524937,504365,518327,1621143,1739004,1914211,989599,283672,627654,5919975,3381001,3166628
2010,Michigan,26,Midwest,East North Central,9883640,7949497,1416067,518076,2648885,2445714,2858700,1537605,392736,436358,9447282,5035526,4848114
2010,Minnesota,27,Midwest,West North Central,5303925,4623461,280949,399515,1431211,1399427,1510391,756316,206580,250258,5053667,2671793,2632132
2010,Mississippi,28,South,East South Central,2967297,1789391,1103101,74805,849495,785515,791124,445101,96062,81481,2885816,1526057,1441240
2010,Missouri,29,Midwest,West North Central,5988927,5038407,700178,250342,1601411,1556826,1659103,939054,232533,212470,5776457,3055450,2933477
2010,Montana,30,West,Mountain,989415,891529,4215,93671,251036,245577,283117,169322,40363,28565,960850,492748,496667
2010,Nebraska,31,Midwest,West North Central,1826341,1649264,85971,91106,512472,484813,486889,265051,77116,167405,1658936,920045,906296
2010,Nevada,32,West,Mountain,2700551,2106494,231224,362833,736328,756447,732493,406208,69075,716501,1984050,1336935,1363616
2010,New Hampshire,33,Northeast,New England ,1316470,1248321,16365,51784,325802,311170,419276,210490,49732,36704,1279766,667076,649394
2010,New Jersey,34,Northeast,Middle Atlantic,8791894,6546498,1282005,963391,2291204,2239418,2594737,1307691,358844,1555144,7236750,4512294,4279600
2010,New Mexico,35,West,Mountain,2059179,1720992,49006,289181,579841,532918,554028,324161,68231,953403,1105776,1041758,1017421
2010,New York,36,Northeast,Middle Atlantic,19378102,13901661,3378047,2098394,4897511,5324396,5471992,2901669,782534,3416922,15961180,10000955,9377147
2010,North Carolina,37,South,South Atlantic,9535483,6898296,2088362,548825,2558680,2568009,2636676,1459261,312857,800120,8735363,4889991,4645492
2010,North Dakota,38,Midwest,West North Central,672591,609136,8248,55207,171935,186506,180800,101114,32236,13467,659124,332727,339864
2010,Ohio,39,Midwest,East North Central,11536504,9664524,1426861,445119,3067126,2891537,3290417,1813162,474262,354674,11181830,5904348,5632156
2010,Oklahoma,40,South,West South Central,3751351,2851510,284332,615509,1041610,1008739,989775,580031,131196,332007,3419344,1894374,1856977
2010,Oregon,41,West,Pacific,3831074,3403252,74414,353408,972183,1028355,1060860,617785,151891,450062,3381012,1935072,1896002
2010,Pennsylvania,42,Northeast,Middle Atlantic,12702379,10663774,1431826,606779,3179390,3149552,3670834,2085166,617437,719660,11982719,6512016,6190363
2010,Rhode Island,44,Northeast,New England ,1052567,910253,75073,67241,261758,272859,306114,160479,51357,130655,921912,544167,508400
2010,South Carolina,45,South,South Atlantic,4625364,3164143,1302865,158356,1224425,1221232,1267278,762846,149583,235682,4389682,2375263,2250101
2010,South Dakota,46,Midwest,West North Central,814180,706690,10533,96957,226740,208791,218495,122924,37230,22119,792061,406799,407381
2010,Tennessee,47,South,East South Central,6346105,5056311,1068010,221784,1676121,1673863,1771935,1012315,211871,290059,6056046,3252601,3093504
2010,Texas,48,South,West South Central,25145561,20389793,3070440,1685328,7621714,7194139,6553055,3124268,652385,9460921,15684640,12673281,12472280
2010,Utah,49,West,Mountain,2763885,2547329,33864,182692,962537,850607,594160,291178,65403,358340,2405545,1375568,1388317
2010,Vermont,50,Northeast,New England ,625741,598592,6456,20693,150255,149831,193343,106732,25580,9208,616533,317535,308206
2010,Virginia,51,South,South Atlantic,8001024,5725432,1579414,696178,2083685,2202573,2295460,1166102,253204,631825,7369199,4075041,3925983
2010,Washington,53,West,Pacific,6724540,5535262,252333,936945,1769895,1843900,1900981,981375,228389,755790,5968750,3374833,3349707
2010,West Virginia,54,South,South Atlantic,1852994,1746513,63885,42596,439213,455038,535882,343702,79159,22268,1830726,939408,913586
2010,Wisconsin,55,Midwest,East North Central,5686986,5036923,367021,283042,1502196,1453574,1640077,855573,235566,336056,5350930,2864586,2822400
2010,Wyoming,56,West,Mountain,563626,529110,5135,29381,151513,151828,157628,84627,18030,50231,513395,276189,287437
2011,Alabama,1,South,East South Central,4799069,3369252,1266978,162839,1258876,1257317,1321138,793854,167884,189793,4609276,2470815,2328254
2011,Alaska,2,West,Pacific,722128,489454,25366,207308,208350,209160,207405,86022,11191,42117,680011,346327,375801
2011,Arizona,4,West,Mountain,6472643,5466518,289308,716817,1800863,1738691,1643851,1057514,231724,1936182,4536461,3254919,3217724
2011,Arkansas,5,South,West South Central,2940667,2357417,457824,125426,793158,768276,776847,493086,109300,193593,2747074,1496405,1444262
2011,California,6,West,Pacific,37638369,27831691,2495664,7311014,10353903,10788477,10165100,5094358,1236531,14275993,23362376,18943047,18695322
2011,Colorado,8,West,Mountain,5121108,4522418,220290,378400,1373536,1451399,1430569,717579,148025,1069640,4051468,2554640,2566468
2011,Connecticut,9,Northeast,New England ,3588283,2950237,397902,240144,911899,868853,1078580,565189,163762,497029,3091254,1840738,1747545
2011,Delaware,10,South,South Atlantic,907381,649249,199918,58214,231899,232005,253626,155788,34063,75947,831434,468129,439252
2011,District of Columbia,11,South,South Atlantic,619800,263414,314085,42301,126793,240377,150988,81452,20190,59749,560051,326399,293401
2011,Florida,12,South,South Atlantic,19053237,14945920,3156120,951197,4484509,4774521,5246801,3601263,946143,4376330,14676907,9735378,9317859
2011,Georgia,13,South,South Atlantic,9802431,6173937,3055345,573149,2774831,2720905,2706230,1349838,250627,872371,8930060,5015863,4786568
2011,Hawaii,15,West,Pacific,1379329,353317,24811,1001201,339076,376036,374801,227109,62307,127455,1251874,688415,690914
2011,Idaho,16,West,Mountain,1583910,1488668,11584,83658,473836,416874,402243,239271,51686,181259,1402651,790779,793131
2011,Illinois,17,Midwest,East North Central,12867454,10037011,1902765,927678,3456390,3505345,3555819,1871928,477972,2063983,10803471,6555625,6311829
2011,Indiana,18,Midwest,East North Central,6516528,5650197,611403,254928,1792320,1700880,1793970,988909,240449,399978,6116550,3309931,3206597
2011,Iowa,19,Midwest,West North Central,3066336,2847917,95141,123278,820205,780780,828121,491532,145698,158240,2908096,1546331,1520005
2011,Kansas,20,Midwest,West North Central,2869225,2509239,175116,184870,810893,758201,759693,423009,117429,308328,2560897,1445239,1423986
2011,Kentucky,21,South,East South Central,4369821,3881812,349110,138899,1140703,1146953,1226550,705439,150176,138045,4231776,2220067,2149754
2011,Louisiana,22,South,West South Central,4575625,2920046,1480597,174982,1243458,1265877,1235443,684201,146646,202074,4373551,2336217,2239408
2011,Maine,23,Northeast,New England ,1328284,1267441,17223,43620,305507,302075,409420,250723,60559,17714,1310570,677913,650371
2011,Maryland,24,South,South Atlantic,5839419,3560873,1757244,521302,1515300,1549387,1708686,865083,200963,493199,5346220,3013063,2826356
2011,Massachusetts,25,Northeast,New England ,6613583,5547279,520650,545654,1620615,1757796,1920917,1027936,286319,658726,5954857,3412487,3201096
2011,Michigan,26,Midwest,East North Central,9882412,7930993,1414794,536625,2595952,2446963,2843911,1597808,397778,446702,9435710,5034172,4848240
2011,Minnesota,27,Midwest,West North Central,5346143,4636888,292151,417104,1431471,1402021,1511307,791734,209610,257135,5089008,2691897,2654246
2011,Mississippi,28,South,East South Central,2978731,1790673,1110364,77694,837775,791122,791417,460179,98238,83812,2894919,1531388,1447343
2011,Missouri,29,Midwest,West North Central,6010275,5045608,704226,260441,1584885,1564060,1655530,969313,236487,219064,5791211,3065302,2944973
2011,Montana,30,West,Mountain,997316,896080,4929,96307,250927,248720,279317,177458,40894,30380,966936,496927,500389
2011,Nebraska,31,Midwest,West North Central,1840672,1657816,87683,95173,515346,487856,485115,274383,77972,174263,1666409,926658,914014
2011,Nevada,32,West,Mountain,2712730,2105305,235354,372071,723728,753787,738139,424782,72294,729989,1982741,1344989,1367741
2011,New Hampshire,33,Northeast,New England ,1320202,1248362,17267,54573,321355,309537,418132,220004,51174,38624,1281578,668822,651380
2011,New Jersey,34,Northeast,Middle Atlantic,8828117,6542454,1291129,994534,2277802,2235448,2603115,1347756,363996,1604552,7223565,4527433,4300684
2011,New Mexico,35,West,Mountain,2080450,1734102,49836,296512,577700,543117,550888,338214,70531,973245,1107205,1052267,1028183
2011,New York,36,Northeast,Middle Atlantic,19499241,13927406,3407741,2164094,4855634,5368689,5482793,2996886,795239,3496133,16003108,10056466,9442775
2011,North Carolina,37,South,South Atlantic,9657592,6963273,2121181,573138,2558132,2578166,2675933,1524162,321199,821192,8836400,4951273,4706319
2011,North Dakota,38,Midwest,West North Central,685225,618088,9489,57648,175134,193052,180038,104450,32551,15266,669959,338061,347164
2011,Ohio,39,Midwest,East North Central,11544663,9647239,1435359,462065,3024119,2888500,3278455,1873988,479601,367771,11176892,5905480,5639183
2011,Oklahoma,40,South,West South Central,3788379,2867873,287995,632511,1044180,1022698,991151,596998,133352,345815,3442564,1913991,1874388
2011,Oregon,41,West,Pacific,3872036,3427663,76157,368216,966110,1041103,1060944,650638,153241,462985,3409051,1956364,1915672
2011,Pennsylvania,42,Northeast,Middle Atlantic,12745815,10658988,1450709,636118,3145711,3169614,3662120,2145826,622544,756447,11989368,6528151,6217664
2011,Rhode Island,44,Northeast,New England ,1053649,906055,77370,70224,257486,274596,305127,165310,51130,136278,917371,543979,509670
2011,South Carolina,45,South,South Atlantic,4671994,3194855,1312005,165134,1214261,1227259,1276308,800044,154122,240064,4431930,2400816,2271178
2011,South Dakota,46,Midwest,West North Central,823579,712314,11570,99695,228767,211909,217722,127607,37574,24724,798855,410218,413361
2011,Tennessee,47,South,East South Central,6399291,5084611,1081890,232790,1664934,1682422,1784684,1050210,217041,299898,6099393,3280460,3118831
2011,Texas,48,South,West South Central,25645629,20737578,3139616,1768435,7688199,7323400,6681780,3276107,676143,9749783,15895846,12925761,12719868
2011,Utah,49,West,Mountain,2814384,2589537,34929,189918,969020,864642,606969,306394,67359,368971,2445413,1400557,1413827
2011,Vermont,50,Northeast,New England ,627049,598432,6846,21771,149035,149396,190669,111936,26013,9890,617159,317885,309164
2011,Virginia,51,South,South Atlantic,8101155,5780053,1594903,726199,2087357,2223725,2313908,1216246,259919,661479,7439676,4123022,3978133
2011,Washington,53,West,Pacific,6826627,5588247,262233,976147,1767550,1879864,1912653,1034097,232463,784383,6042244,3424042,3402585
2011,West Virginia,54,South,South Atlantic,1856301,1746855,64523,44923,434343,456943,531141,354058,79816,23873,1832428,940339,915962
2011,Wisconsin,55,Midwest,East North Central,5705288,5039945,371360,293983,1492279,1449234,1635163,890259,238353,345302,5359986,2873333,2831955
2011,Wyoming,56,West,Mountain,567299,531545,5494,30260,150768,153256,155936,88736,18603,51479,515820,278036,289263
2012,Alabama,1,South,East South Central,4815588,3371064,1275628,168896,1248482,1262604,1318887,815270,170345,190655,4624933,2479878,2335710
2012,Alaska,2,West,Pacific,730443,492838,26506,211099,207367,215085,205383,91060,11548,45160,685283,349613,380830
2012,Arizona,4,West,Mountain,6554978,5518860,298261,737857,1799876,1763163,1655777,1097386,238776,1974553,4580425,3295980,3258998
2012,Arkansas,5,South,West South Central,2952164,2361880,459418,130866,790455,772491,774821,503909,110488,199112,2753052,1502043,1450121
2012,California,6,West,Pacific,37948800,27987654,2504171,7456975,10287848,10908561,10209266,5283998,1259127,14466320,23482480,19100068,18848732
2012,Colorado,8,West,Mountain,5192647,4577080,225384,390183,1375829,1475980,1435787,753305,151746,1088484,4104163,2589445,2603202
2012,Connecticut,9,Northeast,New England ,3594547,2944177,402512,247858,903458,872915,1072561,581611,164002,511357,3083190,1843309,1751238
2012,Delaware,10,South,South Atlantic,915179,652811,202425,59943,231022,234065,253777,161412,34903,77864,837315,471942,443237
2012,District of Columbia,11,South,South Atlantic,634924,273274,317393,44257,130411,247571,152597,83969,20376,63080,571844,334384,300540
2012,Florida,12,South,South Atlantic,19297822,15093632,3219520,984670,4480062,4851396,5283908,3713225,969231,4506069,14791753,9862824,9434998
2012,Georgia,13,South,South Atlantic,9901430,6204819,3099388,597223,2771210,2739442,2728576,1404508,257694,886288,9015142,5067200,4834230
2012,Hawaii,15,West,Pacific,1394804,358642,26509,1009653,339938,383372,372259,235119,64116,132691,1262113,695435,699369
2012,Idaho,16,West,Mountain,1595324,1497593,11835,85896,472242,419369,401584,249825,52304,185598,1409726,796523,798801
2012,Illinois,17,Midwest,East North Central,12882510,10026424,1901172,954914,3417238,3509431,3544080,1930564,481197,2088169,10794341,6562466,6320044
2012,Indiana,18,Midwest,East North Central,6537703,5654491,616675,266537,1778085,1710632,1787236,1019755,241995,408475,6129228,3318796,3218907
2012,Iowa,19,Midwest,West North Central,3076190,2849444,97459,129287,817018,787244,820194,505505,146229,162632,2913558,1550519,1525671
2012,Kansas,20,Midwest,West North Central,2885257,2517824,177628,189805,809271,768500,753462,435783,118241,315608,2569649,1451420,1433837
2012,Kentucky,21,South,East South Central,4386346,3888889,353253,144204,1134186,1151192,1222782,726208,151978,142706,4243640,2226736,2159610
2012,Louisiana,22,South,West South Central,4600972,2929570,1491445,179957,1236741,1279761,1229186,705978,149306,208103,4392869,2349672,2251300
2012,Maine,23,Northeast,New England ,1327729,1265573,17714,44442,300915,301361,404516,259379,61558,18233,1309496,677635,650094
2012,Maryland,24,South,South Atlantic,5886992,3574008,1774916,538068,1510882,1564962,1711031,895772,204345,511083,5375909,3035384,2851608
2012,Massachusetts,25,Northeast,New England ,6663005,5559165,535191,568649,1614204,1779027,1919569,1061874,288331,684656,5978349,3434761,3228244
2012,Michigan,26,Midwest,East North Central,9897145,7928676,1414844,553625,2560936,2463839,2820580,1651755,400035,458236,9438909,5038285,4858860
2012,Minnesota,27,Midwest,West North Central,5376643,4646105,300710,429828,1426048,1413643,1501404,823068,212480,263002,5113641,2705768,2670875
2012,Mississippi,28,South,East South Central,2983816,1790197,1114071,79548,829608,794011,788574,472145,99478,84198,2899618,1534085,1449731
2012,Missouri,29,Midwest,West North Central,6024367,5049542,707299,267526,1570013,1573811,1644938,995981,239624,224480,5799887,3071666,2952701
2012,Montana,30,West,Mountain,1003783,900098,5450,98235,249914,252676,275046,184795,41352,32106,971677,499784,503999
2012,Nebraska,31,Midwest,West North Central,1853303,1665400,88904,98999,516472,492548,482406,283073,78804,179791,1673512,932333,920970
